,Input,Output,Response
11,Darüber hinaus sind drei Viertel unserer Landwirte Nebenerwerbslandwirte und auf zusätzliche Einkommensquellen angewiesen.,"Darüber hinaus sind drei Viertel unserer Landwirte, Nebenerwerbslandwirte und auf zusätzliche Einkommensquellen angewiesen.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Darüber hinaus sind drei Viertel unserer Landwirte<b>,<\/b> Nebenerwerbslandwirte und auf zusätzliche Einkommensquellen angewiesen."",""model"":""UNK"",""editXml"":""Darüber hinaus sind drei Viertel unserer Landwirte<INS TOK=''\/> Nebenerwerbslandwirte und auf zusätzliche Einkommensquellen angewiesen."",""corrected"":""Darüber hinaus sind drei Viertel unserer Landwirte, Nebenerwerbslandwirte und auf zusätzliche Einkommensquellen angewiesen."",""editOps"":[]}"
12,"Für uns ist es wichtig, dass die in diesem Parlament gebilligten Schlussfolgerungen von der Kommission, zumindest ihrem Wesen nach, berücksichtigt werden, denn bei dem nunmehr erreichten Stand könnte es so aussehen, als gäben wir uns hier einer unnütze, rein rhetorischen Tätigkeit hin.","Für uns ist es wichtig, dass die in diesem Parlament gebilligten Schlussfolgerungen von der Kommission, zumindest ihrem Wesen nach, berücksichtigt werden, denn bei dem nunmehr erreichten Stand könnte es so aussehen, als geben wir uns hier einer unnütze, rein rhetorischen Tätigkeit hin.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Für uns ist es<u title=' so || '><\/u> wichtig, dass die in diesem Parlament gebilligten Schlussfolgerungen von der Kommission, zumindest ihrem Wesen nach, berücksichtigt werden, denn bei dem nunmehr erreichten Stand könnte es so aussehen, als <b title='gäben'>geben<\/b> wir uns hier einer unnütze, rein rhetorischen Tätigkeit hin."",""model"":""UNK"",""editXml"":""Für uns ist es<DBT TOK=' so || '><\/DBT> wichtig, dass die in diesem Parlament gebilligten Schlussfolgerungen von der Kommission, zumindest ihrem Wesen nach, berücksichtigt werden, denn bei dem nunmehr erreichten Stand könnte es so aussehen, als <REP TOK='geben'>gäben<\/REP> wir uns hier einer unnütze, rein rhetorischen Tätigkeit hin."",""corrected"":""Für uns ist es wichtig, dass die in diesem Parlament gebilligten Schlussfolgerungen von der Kommission, zumindest ihrem Wesen nach, berücksichtigt werden, denn bei dem nunmehr erreichten Stand könnte es so aussehen, als geben wir uns hier einer unnütze, rein rhetorischen Tätigkeit hin."",""editOps"":[{""LTID"":"""",""beg"":14,""kind"":""DBT"",""alt"":"" so || "",""text"":""""},{""LTID"":"""",""beg"":220,""kind"":""REP"",""alt"":""geben"",""text"":""gäben""}]}"
13,"Wenn sich die Unternehmer dagegen an den Rand gedrängt fühlen, wenn sie nicht mitwirken können ich sage jetzt, nicht nur an der Verwaltung, sondern an der Entgegennahme dieser Fonds , werden wir eine Chance zur schnelleren Erreichung unserer Ziele verloren haben.","Wenn sich die Unternehmer dagegen an den Rand gedrängt fühlen, wenn sie nicht mitwirken können - ich sage jetzt, nicht nur an der Verwaltung, sondern an der Entgegennahme dieser Fonds, werden wir eine Chance zur schnelleren Erreichung unserer Ziele verloren haben.","{""explainHtml"":""<p  class='LT2'><b> ,<\/b> : Nur hinter einem Komma steht ein Leerzeichen, aber nicht davor.<br\/>→ <span class='LTsuggest'>,<\/span><\/p>\n"",""explainPreHtml"":""<p  class='LT0'><b> ,<\/b> : Nur hinter einem Komma steht ein Leerzeichen, aber nicht davor.<br\/>→ <span class='LTsuggest'>,<\/span><\/p>\n"",""correctedHtml"":""Wenn sich die Unternehmer dagegen an den Rand gedrängt fühlen, wenn sie nicht mitwirken können<b> -<\/b> ich sage jetzt, nicht nur an der Verwaltung, sondern an der Entgegennahme dieser Fonds<img src='BugSmall.png' class='smallbug'  title=' '\/><u class='LT2'>,<\/u> werden wir eine Chance zur schnelleren Erreichung unserer Ziele verloren haben."",""model"":""UNK"",""editXml"":""Wenn sich die Unternehmer dagegen an den Rand gedrängt fühlen, wenn sie nicht mitwirken können<INS TOK=' -'\/> ich sage jetzt, nicht nur an der Verwaltung, sondern an der Entgegennahme dieser Fonds<DEL TOK=''> <\/DEL><DBT RID='LT2'>,<\/DBT> werden wir eine Chance zur schnelleren Erreichung unserer Ziele verloren haben."",""corrected"":""Wenn sich die Unternehmer dagegen an den Rand gedrängt fühlen, wenn sie nicht mitwirken können - ich sage jetzt, nicht nur an der Verwaltung, sondern an der Entgegennahme dieser Fonds, werden wir eine Chance zur schnelleren Erreichung unserer Ziele verloren haben."",""editOps"":[{""LTID"":"""",""beg"":181,""kind"":""DEL"",""alt"":"""",""text"":"" ""},{""LTID"":""LT2"",""beg"":182,""kind"":""DBT"",""alt"":"""",""text"":"",""}]}"
14,Ferner befürwortet unsere Fraktion eine stärkere Berücksichtigung der überseeischen Regionen und anderen Gebieten in Randlage und möchte die Wechselwirkungen zwischen Stadt und Land entwickeln.,Ferner befürwortet unsere Fraktion eine stärkere Berücksichtigung der überseeischen Regionen und anderen Gebieten in Randlage und möchte die Wechselwirkungen zwischen Staat und Land entwickeln.,"{""explainHtml"":""<p>Überprüfen Sie, ob diese Wörter unveränderlich sind (Person, Ort, Akronym usw.):<br\/>Randlage<\/p>\n"",""explainPreHtml"":"""",""correctedHtml"":""Ferner befürwortet unsere Fraktion eine stärkere Berücksichtigung der überseeischen Regionen und anderen Gebieten in Randlage und möchte die Wechselwirkungen zwischen <b title='Stadt'>Staat<\/b> und Land entwickeln."",""model"":""UNK"",""editXml"":""Ferner befürwortet unsere Fraktion eine stärkere Berücksichtigung der überseeischen Regionen und anderen Gebieten in Randlage und möchte die Wechselwirkungen zwischen <REP TOK='Staat'>Stadt<\/REP> und Land entwickeln."",""corrected"":""Ferner befürwortet unsere Fraktion eine stärkere Berücksichtigung der überseeischen Regionen und anderen Gebieten in Randlage und möchte die Wechselwirkungen zwischen Staat und Land entwickeln."",""editOps"":[{""LTID"":"""",""beg"":167,""kind"":""REP"",""alt"":""Staat"",""text"":""Stadt""}]}"
15,Denn wir sind die Vertreter der Bürger im Europa der Bürger und nicht nur in einem Europa der Staaten und der Regionen.,"Denn wir sind die Vertreter der Bürger im Europa, der Bürger und nicht nur in einem Europa der Staaten und der Regionen.","{""explainHtml"":""<p>Überprüfen Sie, ob diese Wörter unveränderlich sind (Person, Ort, Akronym usw.):<br\/>Europa, Staaten<\/p>\n"",""explainPreHtml"":"""",""correctedHtml"":""Denn wir sind die Vertreter der Bürger <u title='in || im'>im<\/u> Europa<b>,<\/b> der Bürger und nicht nur in einem Europa der Staaten und der Regionen."",""model"":""UNK"",""editXml"":""Denn wir sind die Vertreter der Bürger <DBT TOK='in || im'>im<\/DBT> Europa<INS TOK=''\/> der Bürger und nicht nur in einem Europa der Staaten und der Regionen."",""corrected"":""Denn wir sind die Vertreter der Bürger im Europa, der Bürger und nicht nur in einem Europa der Staaten und der Regionen."",""editOps"":[{""LTID"":"""",""beg"":39,""kind"":""DBT"",""alt"":""in || im"",""text"":""im""}]}"
16,Das fordern wir heute vom Herrn Kommissar.,Das fordern wir heute von Herrn Kommissar.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Das fordern wir heute <b title='vom'>von<\/b> Herrn Kommissar."",""model"":""UNK"",""editXml"":""Das fordern wir heute <REP TOK='von'>vom<\/REP> Herrn Kommissar."",""corrected"":""Das fordern wir heute von Herrn Kommissar."",""editOps"":[{""LTID"":"""",""beg"":22,""kind"":""REP"",""alt"":""von"",""text"":""vom""}]}"
17,"Drittens möchte ich anmerken, dass wir mit den Leitlinien im Großen und Ganzen einverstanden sind, soweit sie nicht von unseren Bemerkungen abweichen.","Drittens möchte ich anmerken, dass wir mit den Leitlinien im großen und ganzen einverstanden sind, soweit sie nicht von unseren Bemerkungen abweichen.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Drittens möchte ich anmerken, dass wir mit den Leitlinien im <b title='Großen'>großen<\/b> und <b title='Ganzen'>ganzen<\/b> einverstanden sind, soweit sie nicht von unseren Bemerkungen abweichen."",""model"":""UNK"",""editXml"":""Drittens möchte ich anmerken, dass wir mit den Leitlinien im <REP TOK='großen'>Großen<\/REP> und <REP TOK='ganzen'>Ganzen<\/REP> einverstanden sind, soweit sie nicht von unseren Bemerkungen abweichen."",""corrected"":""Drittens möchte ich anmerken, dass wir mit den Leitlinien im großen und ganzen einverstanden sind, soweit sie nicht von unseren Bemerkungen abweichen."",""editOps"":[{""LTID"":"""",""beg"":61,""kind"":""REP"",""alt"":""großen'"",""text"":""Großen""},{""LTID"":"""",""beg"":72,""kind"":""REP"",""alt"":""ganzen"",""text"":""Ganzen""}]}"
18,"Dabei darf es nicht angehen, dass - wie es anscheinend die Absicht der Mitgliedsstaaten ist - Europa überhaupt nicht mehr in Erscheinung tritt.","Dabei darf es nicht angehen, dass - wie es anscheinend die Absicht der Mitgliedstaaten ist - Europa überhaupt nicht mehr in Erscheinung tritt.","{""explainHtml"":""<p>Überprüfen Sie, ob diese Wörter unveränderlich sind (Person, Ort, Akronym usw.):<br\/>Europa<\/p>\n"",""explainPreHtml"":"""",""correctedHtml"":""Dabei darf es nicht angehen, dass - wie es anscheinend die Absicht der <b title='Mitgliedsstaaten'>Mitgliedstaaten<\/b> ist - Europa überhaupt nicht mehr in Erscheinung tritt."",""model"":""UNK"",""editXml"":""Dabei darf es nicht angehen, dass - wie es anscheinend die Absicht der <REP TOK='Mitgliedstaaten'>Mitgliedsstaaten<\/REP> ist - Europa überhaupt nicht mehr in Erscheinung tritt."",""corrected"":""Dabei darf es nicht angehen, dass - wie es anscheinend die Absicht der Mitgliedstaaten ist - Europa überhaupt nicht mehr in Erscheinung tritt."",""editOps"":[{""LTID"":"""",""beg"":71,""kind"":""REP"",""alt"":""Mitgliedstaaten"",""text"":""Mitgliedsstaaten""}]}"
19,"Doch der dem Haus heute vorliegende Bericht ist ein klassisches Beispiel dafür, dass wir, wenn wir nicht aufpassen, Ideen entwickeln, die zwar phantastisch klingen, für die Bürger, die direkt von ihnen profitieren sollen, jedoch u. U. von wenig Belang sind.","Doch der dem Haus heute vorliegende Bericht ist ein klassisches Beispiel dafür, dass wir, wenn wir nicht aufpassen, Ideen entwickeln, die zwar fantastisch klingen, für die Bürger, die direkt von ihnen profitieren sollen, jedoch u.U. von wenig Belang sind.","{""explainHtml"":""<p  class='LT2'><b>phantastisch<\/b> : Möchten Sie die modernere Schreibweise <b>fantastisch<\/b> verwenden?<br\/>→ <span class='LTsuggest'>fantastisch<\/span><\/p>\n"",""explainPreHtml"":""<p  class='LT0'><b>phantastisch<\/b> : Möchten Sie die modernere Schreibweise <b>fantastisch<\/b> verwenden?<br\/>→ <span class='LTsuggest'>fantastisch<\/span><\/p>\n"",""correctedHtml"":""Doch der dem Haus heute vorliegende Bericht ist ein klassisches Beispiel dafür, dass wir, wenn wir nicht aufpassen, Ideen entwickeln, die zwar <b title='phantastisch'><u class='LT2'>fantastisch<\/u><\/b> klingen, für die Bürger, die direkt von ihnen profitieren sollen, jedoch u.<img src='BugSmall.png' class='smallbug'  title=' '\/>U. von wenig <u title='belang || Belang'>Belang<\/u> sind."",""model"":""UNK"",""editXml"":""Doch der dem Haus heute vorliegende Bericht ist ein klassisches Beispiel dafür, dass wir, wenn wir nicht aufpassen, Ideen entwickeln, die zwar <REP TOK='fantastisch'><DBT RID='LT2'>phantastisch<\/DBT><\/REP> klingen, für die Bürger, die direkt von ihnen profitieren sollen, jedoch u.<DEL TOK=' '> <\/DEL>U. von wenig <DBT TOK='belang || Belang'>Belang<\/DBT> sind."",""corrected"":""Doch der dem Haus heute vorliegende Bericht ist ein klassisches Beispiel dafür, dass wir, wenn wir nicht aufpassen, Ideen entwickeln, die zwar fantastisch klingen, für die Bürger, die direkt von ihnen profitieren sollen, jedoch u.U. von wenig Belang sind."",""editOps"":[{""LTID"":""LT2"",""beg"":143,""kind"":""DBT"",""alt"":"""",""text"":""phantastisch""},{""LTID"":"""",""beg"":143,""kind"":""REP"",""alt"":""fantastisch"",""text"":""phantastisch""},{""LTID"":"""",""beg"":231,""kind"":""DEL"",""alt"":"" "",""text"":"" ""},{""LTID"":"""",""beg"":245,""kind"":""DBT"",""alt"":""belang || Belang"",""text"":""Belang""}]}"
20,"Abschließend, Frau Berichterstatterin, möchte ich mich auf einige Gedanken Ihres Berichts konzentrieren.","Abschließend, Frau Berichterstatterin, möchte ich mich auf einige Gedanken ihres Berichts konzentrieren.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Abschließend, Frau Berichterstatterin, möchte ich mich auf einige Gedanken <b title='Ihres'>ihres<\/b> Berichts konzentrieren."",""model"":""UNK"",""editXml"":""Abschließend, Frau Berichterstatterin, möchte ich mich auf einige Gedanken <REP TOK='ihres'>Ihres<\/REP> Berichts konzentrieren."",""corrected"":""Abschließend, Frau Berichterstatterin, möchte ich mich auf einige Gedanken ihres Berichts konzentrieren."",""editOps"":[{""LTID"":"""",""beg"":75,""kind"":""REP"",""alt"":""ihres"",""text"":""Ihres""}]}"
21,"Und Leitlinien sind auch kein Ersatz für die Programmplanung oder die ex-ante-Bewertungen, die dazu dienen, die Prioritäten und die Effizienz der Programme zu bestimmen.","Und Leitlinien sind auch kein Ersatz für die Programmplanung oder die Ex-ante-Bewertungen, die dazu dienen, die Prioritäten und die Effizienz der Programme zu bestimmen.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Und Leitlinien sind auch kein Ersatz für die Programmplanung oder die <b title='ex-ante-Bewertungen'>Ex-ante-Bewertungen<\/b>, die dazu dienen, die Prioritäten und die Effizienz der Programme zu bestimmen."",""model"":""UNK"",""editXml"":""Und Leitlinien sind auch kein Ersatz für die Programmplanung oder die <REP TOK='Ex-ante-Bewertungen'>ex-ante-Bewertungen<\/REP>, die dazu dienen, die Prioritäten und die Effizienz der Programme zu bestimmen."",""corrected"":""Und Leitlinien sind auch kein Ersatz für die Programmplanung oder die Ex-ante-Bewertungen, die dazu dienen, die Prioritäten und die Effizienz der Programme zu bestimmen."",""editOps"":[{""LTID"":"""",""beg"":70,""kind"":""REP"",""alt"":""Ex-ante-Bewertungen"",""text"":""ex-ante-Bewertungen""}]}"
22,Dieser Sechste periodische Bericht über die sozio-ökonomische Lage und Entwicklung der Regionen der Europäischen Union stellt eine neue Etappe in der Analyse regionsspezifischer Daten dar und macht die seit Erscheinen des Fünften Periodischen Berichts erzielten Fortschritte deutlich.,Dieser sechste periodische Bericht über die sozio-ökonomische Lage und Entwicklung der Regionen der Europäischen Union stellt eine neue Etappe in der Analyse regionsspezifischer Daten dar und macht die seit Erscheinen des Fünften Periodischen Berichts erzielten Fortschritte deutlich.,"{""explainHtml"":""<p  class='LT2'><b>sozio-ökonomische<\/b> : Möglicher Tippfehler gefunden.<br\/>→ <span class='LTsuggest'>sozioökonomische<\/span>, <span class='LTsuggest'>Löß-o-ökonomische<\/span>, <span class='LTsuggest'>sozioökonomischen<\/span>, <span class='LTsuggest'>süß-o-ökonomische<\/span>, <span class='LTsuggest'>sozialökonomische<\/span>, <span class='LTsuggest'>sozioökonomisch<\/span>, <span class='LTsuggest'>sozioökonomischem<\/span>, <span class='LTsuggest'>sozioökonomischer<\/span>, <span class='LTsuggest'>sozioökonomisches<\/span><\/p>\n<p>Überprüfen Sie, ob diese Wörter unveränderlich sind (Person, Ort, Akronym usw.):<br\/>Europäischen, Union, Periodischen, Berichts<\/p>\n"",""explainPreHtml"":""<p  class='LT0'><b>sozio-ökonomische<\/b> : Möglicher Tippfehler gefunden.<br\/>→ <span class='LTsuggest'>sozioökonomische<\/span>, <span class='LTsuggest'>Löß-o-ökonomische<\/span>, <span class='LTsuggest'>sozioökonomischen<\/span>, <span class='LTsuggest'>süß-o-ökonomische<\/span>, <span class='LTsuggest'>sozialökonomische<\/span>, <span class='LTsuggest'>sozioökonomisch<\/span>, <span class='LTsuggest'>sozioökonomischem<\/span>, <span class='LTsuggest'>sozioökonomischer<\/span>, <span class='LTsuggest'>sozioökonomisches<\/span><\/p>\n<p  class='LT0'><b>Periodischen<\/b> : Außer am Satzanfang werden nur Nomen und Eigennamen großgeschrieben.<br\/>→ <span class='LTsuggest'>periodischen<\/span><\/p>\n"",""correctedHtml"":""Dieser <b title='Sechste'>sechste<\/b> periodische Bericht über die <i class='LT2'>sozio-ökonomische<\/i> Lage und Entwicklung der Regionen der Europäischen Union stellt eine neue Etappe in der Analyse regionsspezifischer Daten dar und macht die seit Erscheinen des <u title='fünften periodischen || Fünften periodischen'>Fünften Periodischen<\/u> Berichts erzielten Fortschritte deutlich."",""model"":""UNK"",""editXml"":""Dieser <REP TOK='sechste'>Sechste<\/REP> periodische Bericht über die <UNK RID='LT2'>sozio-ökonomische<\/UNK> Lage und Entwicklung der Regionen der Europäischen Union stellt eine neue Etappe in der Analyse regionsspezifischer Daten dar und macht die seit Erscheinen des <DBT TOK='fünften periodischen || Fünften periodischen'>Fünften Periodischen<\/DBT> Berichts erzielten Fortschritte deutlich."",""corrected"":""Dieser sechste periodische Bericht über die sozio-ökonomische Lage und Entwicklung der Regionen der Europäischen Union stellt eine neue Etappe in der Analyse regionsspezifischer Daten dar und macht die seit Erscheinen des Fünften Periodischen Berichts erzielten Fortschritte deutlich."",""editOps"":[{""LTID"":"""",""beg"":7,""kind"":""REP"",""alt"":""sechste"",""text"":""Sechste""},{""LTID"":""LT2"",""beg"":44,""kind"":""UNK"",""alt"":"""",""text"":""sozio-ökonomische""},{""LTID"":"""",""beg"":222,""kind"":""DBT"",""alt"":""fünften periodischen || Fünften periodischen"",""text"":""Fünften Periodischen""}]}"
23,"Der Sechste Periodische Bericht enthält schließlich hinsichtlich des Ziels einer ausgewogenen und nachhaltigen Entwicklung in Europa einige interessante Argumente, insbesondere wo er auf die Bedeutung der Beziehungen zwischen dem Zentrum Europas und seiner Peripherie verweist.","Der sechste periodische Bericht enthält schließlich hinsichtlich des Ziels einer ausgewogenen und nachhaltigen Entwicklung in Europa einige interessante Argumente, insbesondere wo er auf die Bedeutung der Beziehungen zwischen dem Zentrum Europas und seiner Peripherie verweist.","{""explainHtml"":""<p  class='LT2'><b>Periodische<\/b> : Außer am Satzanfang werden nur Nomen und Eigennamen großgeschrieben.<br\/>→ <span class='LTsuggest'>periodische<\/span><\/p>\n<p>Überprüfen Sie, ob diese Wörter unveränderlich sind (Person, Ort, Akronym usw.):<br\/>Europa, Zentrum, Europas<\/p>\n"",""explainPreHtml"":""<p  class='LT0'><b>Periodische<\/b> : Außer am Satzanfang werden nur Nomen und Eigennamen großgeschrieben.<br\/>→ <span class='LTsuggest'>periodische<\/span><\/p>\n"",""correctedHtml"":""Der <b title='Sechste Periodische'>sechste <u class='LT2'>periodische<\/u><\/b> Bericht enthält schließlich hinsichtlich des Ziels einer ausgewogenen und nachhaltigen Entwicklung in Europa einige interessante Argumente, insbesondere wo er auf die Bedeutung der Beziehungen zwischen dem Zentrum Europas und seiner Peripherie verweist."",""model"":""UNK"",""editXml"":""Der <REP TOK='sechste periodische'>Sechste <DBT RID='LT2'>Periodische<\/DBT><\/REP> Bericht enthält schließlich hinsichtlich des Ziels einer ausgewogenen und nachhaltigen Entwicklung in Europa einige interessante Argumente, insbesondere wo er auf die Bedeutung der Beziehungen zwischen dem Zentrum Europas und seiner Peripherie verweist."",""corrected"":""Der sechste periodische Bericht enthält schließlich hinsichtlich des Ziels einer ausgewogenen und nachhaltigen Entwicklung in Europa einige interessante Argumente, insbesondere wo er auf die Bedeutung der Beziehungen zwischen dem Zentrum Europas und seiner Peripherie verweist."",""editOps"":[{""LTID"":""LT2"",""beg"":12,""kind"":""DBT"",""alt"":"""",""text"":""Periodische""},{""LTID"":"""",""beg"":4,""kind"":""REP"",""alt"":""sechste periodische"",""text"":""Sechste Periodische""}]}"
24,"Der vorliegende Bericht des Kollegen Berend folgt genau der von der Europäischen Kommission bestimmten Strategie, indem die Frage der Steigerung der Wettbewerbsfähigkeit absolut in den Vordergrund gerückt wird.","Der vorliegende Bericht des Kollegen Berent folgt genau der von der Europäischen Kommission bestimmten Strategie, indem die Frage der Steigerung der Wettbewerbsfähigkeit absolut in den Vordergrund gerückt wird.","{""explainHtml"":""<p  class='LT2'><b>Berend<\/b> : Möglicher Tippfehler gefunden.<br\/>→ <span class='LTsuggest'>Berent<\/span>, <span class='LTsuggest'>Bereit<\/span>, <span class='LTsuggest'>Bernd<\/span>, <span class='LTsuggest'>Bereut<\/span>, <span class='LTsuggest'>Bären<\/span>, <span class='LTsuggest'>Betend<\/span>, <span class='LTsuggest'>Berendt<\/span>, <span class='LTsuggest'>Beredt<\/span>, <span class='LTsuggest'>Berents<\/span>, <span class='LTsuggest'>Bebend<\/span><\/p>\n<p>Überprüfen Sie, ob diese Wörter unveränderlich sind (Person, Ort, Akronym usw.):<br\/>Europäischen, Kommission<\/p>\n"",""explainPreHtml"":""<p  class='LT0'><b>Berend<\/b> : Möglicher Tippfehler gefunden.<br\/>→ <span class='LTsuggest'>Berent<\/span>, <span class='LTsuggest'>Bereit<\/span>, <span class='LTsuggest'>Bernd<\/span>, <span class='LTsuggest'>Bereut<\/span>, <span class='LTsuggest'>Bären<\/span>, <span class='LTsuggest'>Betend<\/span>, <span class='LTsuggest'>Berendt<\/span>, <span class='LTsuggest'>Beredt<\/span>, <span class='LTsuggest'>Berents<\/span>, <span class='LTsuggest'>Bebend<\/span><\/p>\n"",""correctedHtml"":""Der vorliegende Bericht des Kollegen <b title='Berend'><i class='LT2'>Berent<\/i><\/b> folgt genau der von der Europäischen Kommission bestimmten Strategie, indem die Frage der Steigerung der Wettbewerbsfähigkeit absolut in den Vordergrund gerückt wird."",""model"":""UNK"",""editXml"":""Der vorliegende Bericht des Kollegen <REP TOK='Berent'><UNK RID='LT2'>Berend<\/UNK><\/REP> folgt genau der von der Europäischen Kommission bestimmten Strategie, indem die Frage der Steigerung der Wettbewerbsfähigkeit absolut in den Vordergrund gerückt wird."",""corrected"":""Der vorliegende Bericht des Kollegen Berent folgt genau der von der Europäischen Kommission bestimmten Strategie, indem die Frage der Steigerung der Wettbewerbsfähigkeit absolut in den Vordergrund gerückt wird."",""editOps"":[{""LTID"":""LT2"",""beg"":37,""kind"":""UNK"",""alt"":"""",""text"":""Berend""},{""LTID"":"""",""beg"":37,""kind"":""REP"",""alt"":""Berent"",""text"":""Berend""}]}"
25,"Allein die Unterstützung der Wettbewerbsfähigkeit von Unternehmen kann die anvisierte Kohäsion zwischen wirtschaftlicher und sozialer Entwicklung niemals kompensieren, weil einfach die Grundlagen für einen selbsttragenden Aufschwung in diesen Ziel 1-Regionen fehlen.","Allein die Unterstützung der Wettbewerbsfähigkeit von Unternehmen kann die anvisierte Kohäsion zwischen wirtschaftlicher und sozialer Entwicklung niemals kompensieren, weil einfach die Grundlagen für einen selbsttragenden Aufschwung in diesen Ziel-1-Regionen fehlen.","{""explainHtml"":""<p  class='LT2'><b>diesen Ziel<\/b> : Möglicherweise fehlende grammatische Übereinstimmung des Genus (männlich, weiblich, sächlich - Beispiel: 'der Fahrrad' statt 'das Fahrrad') und Numerus (Einzahl, Mehrzahl - Beispiel: 'das Fahrräder' statt 'die Fahrräder').<br\/>→ <span class='LTsuggest'>dieses Ziel<\/span>, <span class='LTsuggest'>diesem Ziel<\/span>, <span class='LTsuggest'>dies Ziel<\/span>, <span class='LTsuggest'>diesen Zielen<\/span><\/p>\n"",""explainPreHtml"":""<p  class='LT0'><b>diesen Ziel<\/b> : Möglicherweise fehlende grammatische Übereinstimmung des Genus (männlich, weiblich, sächlich - Beispiel: 'der Fahrrad' statt 'das Fahrrad') und Numerus (Einzahl, Mehrzahl - Beispiel: 'das Fahrräder' statt 'die Fahrräder').<br\/>→ <span class='LTsuggest'>dieses Ziel<\/span>, <span class='LTsuggest'>diesem Ziel<\/span>, <span class='LTsuggest'>dies Ziel<\/span>, <span class='LTsuggest'>diesen Zielen<\/span><\/p>\n"",""correctedHtml"":""Allein die Unterstützung der Wettbewerbsfähigkeit von Unternehmen kann die anvisierte Kohäsion zwischen wirtschaftlicher und sozialer Entwicklung niemals kompensieren, weil einfach die Grundlagen für einen selbsttragenden Aufschwung in <u class='LT2'>diesen<\/u> <u class='LT2'>Ziel<\/u><b title=' 1-Regionen'>-1-Regionen<\/b> fehlen."",""model"":""UNK"",""editXml"":""Allein die Unterstützung der Wettbewerbsfähigkeit von Unternehmen kann die anvisierte Kohäsion zwischen wirtschaftlicher und sozialer Entwicklung niemals kompensieren, weil einfach die Grundlagen für einen selbsttragenden Aufschwung in <DBT RID='LT2'>diesen<\/DBT> <DBT RID='LT2'>Ziel<\/DBT><REP TOK='-1-Regionen'> 1-Regionen<\/REP> fehlen."",""corrected"":""Allein die Unterstützung der Wettbewerbsfähigkeit von Unternehmen kann die anvisierte Kohäsion zwischen wirtschaftlicher und sozialer Entwicklung niemals kompensieren, weil einfach die Grundlagen für einen selbsttragenden Aufschwung in diesen Ziel-1-Regionen fehlen."",""editOps"":[{""LTID"":""LT2"",""beg"":236,""kind"":""DBT"",""alt"":"""",""text"":""diesen""},{""LTID"":""LT2"",""beg"":243,""kind"":""DBT"",""alt"":"""",""text"":""Ziel""},{""LTID"":"""",""beg"":247,""kind"":""REP"",""alt"":""-1-Regionen"",""text"":"" 1-Regionen""}]}"
26,Mit den Strukturfonds soll im Wesentlichen die wirtschaftliche und soziale Kohäsion zwischen den Regionen der Europäischen Union verbessert werden.,Mit den Strukturfonds soll im wesentlichen die wirtschaftliche und soziale Kohäsion zwischen den Regionen der Europäischen Union verbessert werden.,"{""explainHtml"":""<p>Überprüfen Sie, ob diese Wörter unveränderlich sind (Person, Ort, Akronym usw.):<br\/>Strukturfonds, Europäischen, Union<\/p>\n"",""explainPreHtml"":"""",""correctedHtml"":""Mit den Strukturfonds soll im <b title='Wesentlichen'>wesentlichen<\/b> die wirtschaftliche und soziale Kohäsion zwischen den Regionen der Europäischen Union verbessert werden."",""model"":""UNK"",""editXml"":""Mit den Strukturfonds soll im <REP TOK='wesentlichen'>Wesentlichen<\/REP> die wirtschaftliche und soziale Kohäsion zwischen den Regionen der Europäischen Union verbessert werden."",""corrected"":""Mit den Strukturfonds soll im wesentlichen die wirtschaftliche und soziale Kohäsion zwischen den Regionen der Europäischen Union verbessert werden."",""editOps"":[{""LTID"":"""",""beg"":30,""kind"":""REP"",""alt"":""wesentlichen"",""text"":""Wesentlichen""}]}"
