,Input,Output,Response
85,In gewisser Hinsicht hast du Recht.,In gewisser Hinsicht hast du recht.,"{""explainHtml"":""<p  class='LT2'><b>Recht<\/b> : Empfehlung: Schreiben Sie das Wort \""Recht\"" im Zusammenhang mit \""recht haben\"" oder \""recht geben\"" klein.<br\/>→ <span class='LTsuggest'>recht<\/span><\/p>\n"",""explainPreHtml"":""<p  class='LT0'><b>Recht<\/b> : Empfehlung: Schreiben Sie das Wort \""Recht\"" im Zusammenhang mit \""recht haben\"" oder \""recht geben\"" klein.<br\/>→ <span class='LTsuggest'>recht<\/span><\/p>\n"",""correctedHtml"":""In gewisser Hinsicht hast du <b title='Recht'><u class='LT2'>recht<\/u><\/b>."",""model"":""UNK"",""editXml"":""In gewisser Hinsicht hast du <REP TOK='recht'><DBT RID='LT2'>Recht<\/DBT><\/REP>."",""corrected"":""In gewisser Hinsicht hast du recht."",""editOps"":[{""LTID"":""LT2"",""beg"":29,""kind"":""DBT"",""alt"":"""",""text"":""Recht""},{""LTID"":"""",""beg"":29,""kind"":""REP"",""alt"":""recht"",""text"":""Recht""}]}"
86,Deine Erklärungen reimen sich nicht; es ist zu unwahrscheinlich um wahr zu sein.,"Deine Erklärungen reimen sich nicht; es ist zu unwahrscheinlich, um wahr zu sein.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Deine Erklärungen <u title='reinen || reimen'>reimen<\/u> sich nicht; es ist zu unwahrscheinlich<b>,<\/b> um wahr zu sein."",""model"":""UNK"",""editXml"":""Deine Erklärungen <DBT TOK='reinen || reimen'>reimen<\/DBT> sich nicht; es ist zu unwahrscheinlich<INS TOK=','\/> um wahr zu sein."",""corrected"":""Deine Erklärungen reimen sich nicht; es ist zu unwahrscheinlich, um wahr zu sein."",""editOps"":[{""LTID"":"""",""beg"":18,""kind"":""DBT"",""alt"":""reinen || reimen"",""text"":""reimen""}]}"
87,Lassen Sie mich Ihre neue Telefonnummer in meinem Notizbuch aufschreiben. (formal),Lassen Sie mich Ihre neue Telefonnummer in meinem Notizbuch aufschreiben. (Formal),"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Lassen Sie mich Ihre neue Telefonnummer in meinem Notizbuch aufschreiben. (<b title='formal'>Formal<\/b>)"",""model"":""UNK"",""editXml"":""Lassen Sie mich Ihre neue Telefonnummer in meinem Notizbuch aufschreiben. (<REP TOK='Formal'>formal<\/REP>)"",""corrected"":""Lassen Sie mich Ihre neue Telefonnummer in meinem Notizbuch aufschreiben. (Formal)"",""editOps"":[{""LTID"":"""",""beg"":75,""kind"":""REP"",""alt"":""Formal"",""text"":""formal""}]}"
88,Lass mich deine neue Telefonnummer in meinem Notizbuch aufschreiben. (informal),Lass mich deine neue Telefonnummer in meinem Notizbuch aufschreiben. (Informal),"{""explainHtml"":""<p  class='LT2'><b>informal<\/b> : Möglicher Tippfehler gefunden.<br\/>→ <span class='LTsuggest'>in formal<\/span>, <span class='LTsuggest'>Infomal<\/span>, <span class='LTsuggest'>formal<\/span>, <span class='LTsuggest'>normal<\/span>, <span class='LTsuggest'>informell<\/span>, <span class='LTsuggest'>anormal<\/span>, <span class='LTsuggest'>Informel<\/span>, <span class='LTsuggest'>unnormal<\/span>, <span class='LTsuggest'>infernal<\/span><\/p>\n"",""explainPreHtml"":""<p  class='LT0'><b>informal<\/b> : Möglicher Tippfehler gefunden.<br\/>→ <span class='LTsuggest'>in formal<\/span>, <span class='LTsuggest'>Infomal<\/span>, <span class='LTsuggest'>formal<\/span>, <span class='LTsuggest'>normal<\/span>, <span class='LTsuggest'>informell<\/span>, <span class='LTsuggest'>anormal<\/span>, <span class='LTsuggest'>Informel<\/span>, <span class='LTsuggest'>unnormal<\/span>, <span class='LTsuggest'>infernal<\/span><\/p>\n"",""correctedHtml"":""Lass mich deine neue Telefonnummer in meinem Notizbuch aufschreiben. (<b title='informal'><i class='LT2'>Informal<\/i><\/b>)"",""model"":""UNK"",""editXml"":""Lass mich deine neue Telefonnummer in meinem Notizbuch aufschreiben. (<REP TOK='Informal'><UNK RID='LT2'>informal<\/UNK><\/REP>)"",""corrected"":""Lass mich deine neue Telefonnummer in meinem Notizbuch aufschreiben. (Informal)"",""editOps"":[{""LTID"":""LT2"",""beg"":70,""kind"":""UNK"",""alt"":"""",""text"":""informal""},{""LTID"":"""",""beg"":70,""kind"":""REP"",""alt"":""Informal"",""text"":""informal""}]}"
89,Geht deine Uhr richtig?,"Geht deine Uhr, richtig?","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Geht deine Uhr<b>,<\/b> richtig?"",""model"":""UNK"",""editXml"":""Geht deine Uhr<INS TOK=''\/> richtig?"",""corrected"":""Geht deine Uhr, richtig?"",""editOps"":[]}"
90,Dein Verhalten lässt viel zu wünschen übrig.,"Dein Verhalten lässt viel zu wünschen, übrig.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Dein Verhalten lässt viel zu wünschen<b>,<\/b> übrig."",""model"":""UNK"",""editXml"":""Dein Verhalten lässt viel zu wünschen<INS TOK=''\/> übrig."",""corrected"":""Dein Verhalten lässt viel zu wünschen, übrig."",""editOps"":[]}"
91,Ich mochte deine Idee und habe mich ihrer angenommen.,Ich möchte deine Idee und habe mich hierher angenommen.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Ich <b title='mochte'>möchte<\/b> deine Idee und habe mich <b title='ihrer'>hierher<\/b> angenommen."",""model"":""UNK"",""editXml"":""Ich <REP TOK='möchte'>mochte<\/REP> deine Idee und habe mich <REP TOK='hierher'>ihrer<\/REP> angenommen."",""corrected"":""Ich möchte deine Idee und habe mich hierher angenommen."",""editOps"":[{""LTID"":"""",""beg"":4,""kind"":""REP"",""alt"":""möchte"",""text"":""mochte""},{""LTID"":"""",""beg"":36,""kind"":""REP"",""alt"":""hierher"",""text"":""ihrer""}]}"
92,Ich glaube du hast Recht.,"Ich glaube, du hast Recht.","{""explainHtml"":""<p  class='LT3'><b>Recht<\/b> : Empfehlung: Schreiben Sie das Wort \""Recht\"" im Zusammenhang mit \""recht haben\"" oder \""recht geben\"" klein.<br\/>→ <span class='LTsuggest'>recht<\/span><\/p>\n<p>Überprüfen Sie, ob diese Wörter unveränderlich sind (Person, Ort, Akronym usw.):<br\/>glaube, du, hast<\/p>\n"",""explainPreHtml"":""<p  class='LT0'><b>glaube du hast<\/b> : Hier sollte ein Komma eingefügt werden, wenn es sich bei dem hinteren Satzteil um einen Nebensatz handelt.<br\/>→ <span class='LTsuggest'>glaube, du hast<\/span><\/p>\n<p  class='LT0'><b>Recht<\/b> : Empfehlung: Schreiben Sie das Wort \""Recht\"" im Zusammenhang mit \""recht haben\"" oder \""recht geben\"" klein.<br\/>→ <span class='LTsuggest'>recht<\/span><\/p>\n"",""correctedHtml"":""Ich glaube<b>,<\/b> du hast <u class='LT3'>Recht<\/u>."",""model"":""UNK"",""editXml"":""Ich glaube<INS TOK=','\/> du hast <DBT RID='LT3'>Recht<\/DBT>."",""corrected"":""Ich glaube, du hast Recht."",""editOps"":[{""LTID"":""LT3"",""beg"":19,""kind"":""DBT"",""alt"":"""",""text"":""Recht""}]}"
93,Ich werde gar nicht schlau aus dem was du sagst.,"Ich werde gar nicht schlau aus dem, was du sagst.","{""explainHtml"":""<p  class='LT2'><b>dem was<\/b> : Sollten Sie hier ein Komma einfügen?<br\/>→ <span class='LTsuggest'>dem, was<\/span><\/p>\n"",""explainPreHtml"":""<p  class='LT0'><b>dem was<\/b> : Sollten Sie hier ein Komma einfügen?<br\/>→ <span class='LTsuggest'>dem, was<\/span><\/p>\n"",""correctedHtml"":""Ich werde gar nicht schlau aus <u class='LT2'>dem<\/u><b>,<\/b> <u class='LT2'>was<\/u> du sagst."",""model"":""UNK"",""editXml"":""Ich werde gar nicht schlau aus <DBT RID='LT2'>dem<\/DBT><INS TOK=','\/> <DBT RID='LT2'>was<\/DBT> du sagst."",""corrected"":""Ich werde gar nicht schlau aus dem, was du sagst."",""editOps"":[{""LTID"":""LT2"",""beg"":31,""kind"":""DBT"",""alt"":"""",""text"":""dem""},{""LTID"":""LT2"",""beg"":35,""kind"":""DBT"",""alt"":"""",""text"":""was""}]}"
94,Du könntest Recht haben.,Du könntest recht haben.,"{""explainHtml"":""<p  class='LT2'><b>Recht<\/b> : Empfehlung: Schreiben Sie das Wort \""Recht\"" im Zusammenhang mit \""recht haben\"" oder \""recht geben\"" klein.<br\/>→ <span class='LTsuggest'>recht<\/span><\/p>\n"",""explainPreHtml"":""<p  class='LT0'><b>Recht<\/b> : Empfehlung: Schreiben Sie das Wort \""Recht\"" im Zusammenhang mit \""recht haben\"" oder \""recht geben\"" klein.<br\/>→ <span class='LTsuggest'>recht<\/span><\/p>\n"",""correctedHtml"":""Du könntest <b title='Recht'><u class='LT2'>recht<\/u><\/b> haben."",""model"":""UNK"",""editXml"":""Du könntest <REP TOK='recht'><DBT RID='LT2'>Recht<\/DBT><\/REP> haben."",""corrected"":""Du könntest recht haben."",""editOps"":[{""LTID"":""LT2"",""beg"":12,""kind"":""DBT"",""alt"":"""",""text"":""Recht""},{""LTID"":"""",""beg"":12,""kind"":""REP"",""alt"":""recht"",""text"":""Recht""}]}"
95,"Sie scheinen mich zu kennen, aber ich kenne Sie nicht.","Sie scheinen mich zu kennen, aber ich kenne sie nicht.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Sie scheinen mich zu kennen, aber ich kenne <b title='Sie'>sie<\/b> nicht."",""model"":""UNK"",""editXml"":""Sie scheinen mich zu kennen, aber ich kenne <REP TOK='sie'>Sie<\/REP> nicht."",""corrected"":""Sie scheinen mich zu kennen, aber ich kenne sie nicht."",""editOps"":[{""LTID"":"""",""beg"":44,""kind"":""REP"",""alt"":""sie"",""text"":""Sie""}]}"
96,Dein Hemdknopf fällt ab.,Dein Endknopf fällt ab.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Dein <b title='Hemdknopf'>Endknopf<\/b> fällt ab."",""model"":""UNK"",""editXml"":""Dein <REP TOK='Endknopf'>Hemdknopf<\/REP> fällt ab."",""corrected"":""Dein Endknopf fällt ab."",""editOps"":[{""LTID"":"""",""beg"":5,""kind"":""REP"",""alt"":""Endknopf"",""text"":""Hemdknopf""}]}"
97,Ich habe eine Nachricht für dich von ihr.,Ich habe eine Nachricht für dich von hier.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Ich habe eine Nachricht für dich von <b title='ihr'>hier<\/b>."",""model"":""UNK"",""editXml"":""Ich habe eine Nachricht für dich von <REP TOK='hier'>ihr<\/REP>."",""corrected"":""Ich habe eine Nachricht für dich von hier."",""editOps"":[{""LTID"":"""",""beg"":37,""kind"":""REP"",""alt"":""hier"",""text"":""ihr""}]}"
98,Dein Telegramm kam gerade als ich dich anrufen wollte.,"Dein Telegramm kam gerade, als ich dich anrufen wollte.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Dein Telegramm kam gerade<b>,<\/b> als ich dich anrufen wollte."",""model"":""UNK"",""editXml"":""Dein Telegramm kam gerade<INS TOK=','\/> als ich dich anrufen wollte."",""corrected"":""Dein Telegramm kam gerade, als ich dich anrufen wollte."",""editOps"":[]}"
99,Alles was du tun kannst ist warten.,"Alles, was du tun kannst, ist warten.","{""explainHtml"":""<p  class='LT2'><b>Alles was<\/b> : Sollten Sie hier ein Komma einfügen?<br\/>→ <span class='LTsuggest'>Alles, was<\/span><\/p>\n<p>Überprüfen Sie, ob diese Wörter unveränderlich sind (Person, Ort, Akronym usw.):<br\/>was<\/p>\n"",""explainPreHtml"":""<p  class='LT0'><b>Alles was<\/b> : Sollten Sie hier ein Komma einfügen?<br\/>→ <span class='LTsuggest'>Alles, was<\/span><\/p>\n"",""correctedHtml"":""<u class='LT2'>Alles<\/u><b>,<\/b> was du tun kannst<b>,<\/b> ist warten."",""model"":""UNK"",""editXml"":""<DBT RID='LT2'>Alles<\/DBT><INS TOK=','\/> was du tun kannst<INS TOK=','\/> ist warten."",""corrected"":""Alles, was du tun kannst, ist warten."",""editOps"":[{""LTID"":""LT2"",""beg"":0,""kind"":""DBT"",""alt"":"""",""text"":""Alles""}]}"
100,"Ich habe mir nie davon träumen lassen, dich hier zu treffen.","Ich habe mich nie davon träumen lassen, dich hier zu treffen.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Ich habe <b title='mir'>mich<\/b> nie davon träumen lassen, dich hier zu treffen."",""model"":""UNK"",""editXml"":""Ich habe <REP TOK='mich'>mir<\/REP> nie davon träumen lassen, dich hier zu treffen."",""corrected"":""Ich habe mich nie davon träumen lassen, dich hier zu treffen."",""editOps"":[{""LTID"":"""",""beg"":9,""kind"":""REP"",""alt"":""mich"",""text"":""mir""}]}"
101,Du wirst oder ich werde ausgewählt werden.,"Du wirst, oder ich werde ausgewählt werden.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Du wirst<b>,<\/b> oder ich werde ausgewählt werden."",""model"":""UNK"",""editXml"":""Du wirst<INS TOK=''\/> oder ich werde ausgewählt werden."",""corrected"":""Du wirst, oder ich werde ausgewählt werden."",""editOps"":[]}"
102,"Ich hoffe sehr, dass du bald von deiner Krankheit genesen wirst.","Ich hoffe sehr, dass du bald von deiner Krankheit gemessen wirst.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Ich hoffe sehr, dass du bald von deiner Krankheit <b title='genesen'>gemessen<\/b> wirst."",""model"":""UNK"",""editXml"":""Ich hoffe sehr, dass du bald von deiner Krankheit <REP TOK='gemessen'>genesen<\/REP> wirst."",""corrected"":""Ich hoffe sehr, dass du bald von deiner Krankheit gemessen wirst."",""editOps"":[{""LTID"":"""",""beg"":50,""kind"":""REP"",""alt"":""gemessen"",""text"":""genesen""}]}"
103,"Ich vermute, dass ihr Recht habt.","Ich vermute, dass ihr recht habt.","{""explainHtml"":""<p  class='LT2'><b>Recht<\/b> : Empfehlung: Schreiben Sie das Wort \""Recht\"" im Zusammenhang mit \""recht haben\"" oder \""recht geben\"" klein.<br\/>→ <span class='LTsuggest'>recht<\/span><\/p>\n"",""explainPreHtml"":""<p  class='LT0'><b>Recht<\/b> : Empfehlung: Schreiben Sie das Wort \""Recht\"" im Zusammenhang mit \""recht haben\"" oder \""recht geben\"" klein.<br\/>→ <span class='LTsuggest'>recht<\/span><\/p>\n"",""correctedHtml"":""Ich vermute, dass ihr <b title='Recht'><u class='LT2'>recht<\/u><\/b> habt."",""model"":""UNK"",""editXml"":""Ich vermute, dass ihr <REP TOK='recht'><DBT RID='LT2'>Recht<\/DBT><\/REP> habt."",""corrected"":""Ich vermute, dass ihr recht habt."",""editOps"":[{""LTID"":""LT2"",""beg"":22,""kind"":""DBT"",""alt"":"""",""text"":""Recht""},{""LTID"":"""",""beg"":22,""kind"":""REP"",""alt"":""recht"",""text"":""Recht""}]}"
104,Es hat keinen Zweck es zu leugnen.,"Es hat keinen Zweck, es zu leugnen.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Es hat keinen Zweck<b>,<\/b> es zu leugnen."",""model"":""UNK"",""editXml"":""Es hat keinen Zweck<INS TOK=','\/> es zu leugnen."",""corrected"":""Es hat keinen Zweck, es zu leugnen."",""editOps"":[]}"
105,Für dich ist es zu gefährlich in diesem Fluss zu schwimmen.,"Für dich ist es zu gefährlich, in diesem Fluss zu schwimmen.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Für dich ist es zu gefährlich<b>,<\/b> in diesem Fluss zu schwimmen."",""model"":""UNK"",""editXml"":""Für dich ist es zu gefährlich<INS TOK=','\/> in diesem Fluss zu schwimmen."",""corrected"":""Für dich ist es zu gefährlich, in diesem Fluss zu schwimmen."",""editOps"":[]}"
106,Ich habe ein Paar Schuhe gekauft.,Ich habe ein paar Schuhe gekauft.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Ich habe ein <b title='Paar'>paar<\/b> Schuhe gekauft."",""model"":""UNK"",""editXml"":""Ich habe ein <REP TOK='paar'>Paar<\/REP> Schuhe gekauft."",""corrected"":""Ich habe ein paar Schuhe gekauft."",""editOps"":[{""LTID"":"""",""beg"":13,""kind"":""REP"",""alt"":""paar"",""text"":""Paar""}]}"
107,"Der Himmel wurde immer dunkler, und immer stärker wehte der Wind.","Der Himmel wurde immer dunkler, und immer stärker wette der Wind.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Der Himmel wurde immer dunkler, und immer stärker <b title='wehte'>wette<\/b> der Wind."",""model"":""UNK"",""editXml"":""Der Himmel wurde immer dunkler, und immer stärker <REP TOK='wette'>wehte<\/REP> der Wind."",""corrected"":""Der Himmel wurde immer dunkler, und immer stärker wette der Wind."",""editOps"":[{""LTID"":"""",""beg"":50,""kind"":""REP"",""alt"":""wette"",""text"":""wehte""}]}"
108,"Der Himmel wurde immer dunkler, und der Wind wehte immer stärker.","Der Himmel wurde immer dunkler, und der Wind wette immer stärker.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Der Himmel wurde immer dunkler, und der Wind <b title='wehte'>wette<\/b> immer stärker."",""model"":""UNK"",""editXml"":""Der Himmel wurde immer dunkler, und der Wind <REP TOK='wette'>wehte<\/REP> immer stärker."",""corrected"":""Der Himmel wurde immer dunkler, und der Wind wette immer stärker."",""editOps"":[{""LTID"":"""",""beg"":45,""kind"":""REP"",""alt"":""wette"",""text"":""wehte""}]}"
109,Ohne Schweiß keinen Preis.,"Ohne Schweiß, keinen Preis.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Ohne Schweiß<b>,<\/b> keinen Preis."",""model"":""UNK"",""editXml"":""Ohne Schweiß<INS TOK=''\/> keinen Preis."",""corrected"":""Ohne Schweiß, keinen Preis."",""editOps"":[]}"
110,Zu leiden ist des Menschen Los.,Zu leiden ist der Mensch los.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Zu leiden ist <b title='des Menschen Los'>der Mensch los<\/b>."",""model"":""UNK"",""editXml"":""Zu leiden ist <REP TOK='der Mensch los'>des Menschen Los<\/REP>."",""corrected"":""Zu leiden ist der Mensch los."",""editOps"":[{""LTID"":"""",""beg"":14,""kind"":""REP"",""alt"":""der Mensch los"",""text"":""des Menschen Los""}]}"
111,Die Banken offen um neun Uhr.,Die Banken hoffen um neun Uhr.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Die Banken <b title='offen'>hoffen<\/b> um neun Uhr."",""model"":""UNK"",""editXml"":""Die Banken <REP TOK='hoffen'>offen<\/REP> um neun Uhr."",""corrected"":""Die Banken hoffen um neun Uhr."",""editOps"":[{""LTID"":"""",""beg"":11,""kind"":""REP"",""alt"":""hoffen"",""text"":""offen""}]}"
112,Ich habe Geld in einen Safe getan.,Ich habe Geld in einem Safe getan.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Ich habe Geld in <b title='einen'>einem<\/b> Safe getan."",""model"":""UNK"",""editXml"":""Ich habe Geld in <REP TOK='einem'>einen<\/REP> Safe getan."",""corrected"":""Ich habe Geld in einem Safe getan."",""editOps"":[{""LTID"":"""",""beg"":17,""kind"":""REP"",""alt"":""einem"",""text"":""einen""}]}"
113,Die Motivation zu Heiraten ist dieser Tage nicht notwendigerweise rein.,Die Motivation zu heiraten ist dieser Tage nicht notwendigerweise rein.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Die Motivation zu <b title='Heiraten'>heiraten<\/b> ist dieser <u title='Tag || Tage'>Tage<\/u> nicht notwendigerweise rein."",""model"":""UNK"",""editXml"":""Die Motivation zu <REP TOK='heiraten'>Heiraten<\/REP> ist dieser <DBT TOK='Tag || Tage'>Tage<\/DBT> nicht notwendigerweise rein."",""corrected"":""Die Motivation zu heiraten ist dieser Tage nicht notwendigerweise rein."",""editOps"":[{""LTID"":"""",""beg"":18,""kind"":""REP"",""alt"":""heiraten"",""text"":""Heiraten""},{""LTID"":"""",""beg"":38,""kind"":""DBT"",""alt"":""Tag || Tage"",""text"":""Tage""}]}"
114,"Erwarte', dass ich in Bälde mich wieder bei dir melde!","Erwarte ', dass ich in Bälde mich wieder bei dir melde!","{""explainHtml"":""<p>Überprüfen Sie, ob diese Wörter unveränderlich sind (Person, Ort, Akronym usw.):<br\/>dass, ich, Bälde<\/p>\n"",""explainPreHtml"":"""",""correctedHtml"":""Erwarte<b> <\/b>', dass ich in Bälde mich wieder bei dir melde!"",""model"":""UNK"",""editXml"":""Erwarte<INS TOK=' '\/>', dass ich in Bälde mich wieder bei dir melde!"",""corrected"":""Erwarte ', dass ich in Bälde mich wieder bei dir melde!"",""editOps"":[]}"
115,Die Lehrer versuchen ihre Schüler zu motivieren.,"Die Lehrer versuchen, ihre Schüler zu motivieren.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Die Lehrer versuchen<b>,<\/b> ihre Schüler zu motivieren."",""model"":""UNK"",""editXml"":""Die Lehrer versuchen<INS TOK=','\/> ihre Schüler zu motivieren."",""corrected"":""Die Lehrer versuchen, ihre Schüler zu motivieren."",""editOps"":[]}"
116,Ausbildung bedeutet etwas mehr als zur Schule zu gehen.,"Ausbildung bedeutet, etwas mehr als zur Schule zu gehen.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Ausbildung bedeutet<b>,<\/b> etwas mehr als zur Schule zu gehen."",""model"":""UNK"",""editXml"":""Ausbildung bedeutet<INS TOK=','\/> etwas mehr als zur Schule zu gehen."",""corrected"":""Ausbildung bedeutet, etwas mehr als zur Schule zu gehen."",""editOps"":[]}"
117,Sie lernen wie es zu machen ist ohne unterrichtet worden zu sein.,"Sie lernen, wie es zu machen ist, ohne unterrichtet worden zu sein.","{""explainHtml"":""<p  class='LT2'><b> ohne<\/b> : Wenn es sich hier um eine Infinitivgruppe ('zu' + Grundform) handelt, muss in der Regel ein Komma gesetzt werden.<br\/>→ <span class='LTsuggest'>, ohne<\/span><\/p>\n"",""explainPreHtml"":""<p  class='LT0'><b> ohne<\/b> : Wenn es sich hier um eine Infinitivgruppe ('zu' + Grundform) handelt, muss in der Regel ein Komma gesetzt werden.<br\/>→ <span class='LTsuggest'>, ohne<\/span><\/p>\n"",""correctedHtml"":""Sie lernen<b>,<\/b> wie es zu machen ist<b>,<\/b> <u class='LT2'>ohne<\/u> unterrichtet worden zu sein."",""model"":""UNK"",""editXml"":""Sie lernen<INS TOK=','\/> wie es zu machen ist<INS TOK=','\/> <DBT RID='LT2'>ohne<\/DBT> unterrichtet worden zu sein."",""corrected"":""Sie lernen, wie es zu machen ist, ohne unterrichtet worden zu sein."",""editOps"":[{""LTID"":""LT2"",""beg"":32,""kind"":""DBT"",""alt"":"""",""text"":""ohne""}]}"
118,Es ist schwierig wach zu werden ohne eine starke Tasse Kaffee.,"Es ist schwierig wach zu werden, ohne eine starke Tasse Kaffee.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Es ist schwierig<u title=', wahr || , wach'> wach<\/u> zu werden<b>,<\/b> ohne eine starke Tasse Kaffee."",""model"":""UNK"",""editXml"":""Es ist schwierig<DBT TOK=', wahr || , wach'> wach<\/DBT> zu werden<INS TOK=''\/> ohne eine starke Tasse Kaffee."",""corrected"":""Es ist schwierig wach zu werden, ohne eine starke Tasse Kaffee."",""editOps"":[{""LTID"":"""",""beg"":16,""kind"":""DBT"",""alt"":"", wahr || , wach"",""text"":"" wach""}]}"
119,Tausende Besucher aus aller Welt kommen jedes Jahr nach Kyōto.,Tausende Besucher aus aller Welt kommen jedes Jahr nach Kyoto.,"{""explainHtml"":""<p  class='LT2'><b>Kyōto<\/b> : Möglicher Tippfehler gefunden.<br\/>→ <span class='LTsuggest'>Kyoto<\/span>, <span class='LTsuggest'>Konto<\/span>, <span class='LTsuggest'>Kyotos<\/span>, <span class='LTsuggest'>Kioto<\/span>, <span class='LTsuggest'>Kendo<\/span>, <span class='LTsuggest'>Keto<\/span>, <span class='LTsuggest'>Kredo<\/span><\/p>\n"",""explainPreHtml"":""<p  class='LT0'><b>Kyōto<\/b> : Möglicher Tippfehler gefunden.<br\/>→ <span class='LTsuggest'>Kyoto<\/span>, <span class='LTsuggest'>Konto<\/span>, <span class='LTsuggest'>Kyotos<\/span>, <span class='LTsuggest'>Kioto<\/span>, <span class='LTsuggest'>Kendo<\/span>, <span class='LTsuggest'>Keto<\/span>, <span class='LTsuggest'>Kredo<\/span><\/p>\n"",""correctedHtml"":""Tausende Besucher aus aller Welt kommen jedes Jahr nach <b title='Kyōto'><i class='LT2'>Kyoto<\/i><\/b>."",""model"":""UNK"",""editXml"":""Tausende Besucher aus aller Welt kommen jedes Jahr nach <REP TOK='Kyoto'><UNK RID='LT2'>Kyōto<\/UNK><\/REP>."",""corrected"":""Tausende Besucher aus aller Welt kommen jedes Jahr nach Kyoto."",""editOps"":[{""LTID"":""LT2"",""beg"":56,""kind"":""UNK"",""alt"":"""",""text"":""Kyōto""},{""LTID"":"""",""beg"":56,""kind"":""REP"",""alt"":""Kyoto"",""text"":""Kyōto""}]}"
120,Wie gefällt es dir in Kyōto?,Wie gefällt es dir in Kyoto?,"{""explainHtml"":""<p  class='LT2'><b>Kyōto<\/b> : Möglicher Tippfehler gefunden.<br\/>→ <span class='LTsuggest'>Kyoto<\/span>, <span class='LTsuggest'>Konto<\/span>, <span class='LTsuggest'>Kioto<\/span>, <span class='LTsuggest'>Kendo<\/span>, <span class='LTsuggest'>Keto<\/span>, <span class='LTsuggest'>Kredo<\/span>, <span class='LTsuggest'>Kyotos<\/span><\/p>\n"",""explainPreHtml"":""<p  class='LT0'><b>Kyōto<\/b> : Möglicher Tippfehler gefunden.<br\/>→ <span class='LTsuggest'>Kyoto<\/span>, <span class='LTsuggest'>Konto<\/span>, <span class='LTsuggest'>Kioto<\/span>, <span class='LTsuggest'>Kendo<\/span>, <span class='LTsuggest'>Keto<\/span>, <span class='LTsuggest'>Kredo<\/span>, <span class='LTsuggest'>Kyotos<\/span><\/p>\n"",""correctedHtml"":""Wie gefällt<u title='&#39;s ||  es'> es<\/u> dir in <b title='Kyōto'><i class='LT2'>Kyoto<\/i><\/b>?"",""model"":""UNK"",""editXml"":""Wie gefällt<DBT TOK='&#39;s ||  es'> es<\/DBT> dir in <REP TOK='Kyoto'><UNK RID='LT2'>Kyōto<\/UNK><\/REP>?"",""corrected"":""Wie gefällt es dir in Kyoto?"",""editOps"":[{""LTID"":"""",""beg"":11,""kind"":""DBT"",""alt"":""&#39;s ||  es"",""text"":"" es""},{""LTID"":""LT2"",""beg"":22,""kind"":""UNK"",""alt"":"""",""text"":""Kyōto""},{""LTID"":"""",""beg"":22,""kind"":""REP"",""alt"":""Kyoto"",""text"":""Kyōto""}]}"
121,"Ich zeige dir, wie man angelt.","Ich zeige dir, wie man angeht.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Ich zeige dir, wie man <b title='angelt'>angeht<\/b>."",""model"":""UNK"",""editXml"":""Ich zeige dir, wie man <REP TOK='angeht'>angelt<\/REP>."",""corrected"":""Ich zeige dir, wie man angeht."",""editOps"":[{""LTID"":"""",""beg"":23,""kind"":""REP"",""alt"":""angeht"",""text"":""angelt""}]}"
